CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11235,MR.,ANGEL,STEWART,08/02/1952,M,M,angel24@adventure-works.com,70000,4,Partial College,Professional,1
11236,MR.,JEREMY,BUTLER,05/03/1952,S,M,jeremy29@adventure-works.com,70000,5,Partial College,Professional,1
11237,MR.,CLARENCE,ANAND,23/09/1958,S,M,clarence36@adventure-works.com,130000,2,Bachelors,Management,0
11238,MRS.,MAYRA,PRASAD,10/08/1958,S,F,mayra9@adventure-works.com,130000,2,Bachelors,Management,0
11239,MRS.,LATOYA,GOEL,06/10/1958,M,F,latoya18@adventure-works.com,130000,2,Partial College,Professional,0
11240,MRS.,ANNE,HERNANDEZ,11/12/1958,M,F,anne4@adventure-works.com,160000,2,Partial College,Professional,1
11241,MRS.,LISA,CAI,11/10/1957,S,F,lisa24@adventure-works.com,100000,2,Partial College,Professional,1
11242,MR.,LARRY,MUNOZ,11/11/1957,M,M,larry9@adventure-works.com,110000,2,Partial College,Professional,1
11243,MRS.,ROBIN,ALVAREZ,09/10/1957,M,F,robin2@adventure-works.com,150000,2,Partial College,Professional,1
11244,MRS.,ALEXIS,COLEMAN,26/11/1957,S,F,alexis28@adventure-works.com,170000,2,Bachelors,Management,0
11245,MR.,RICKY,VAZQUEZ,27/10/1956,M,M,ricky15@adventure-works.com,120000,3,High School,Professional,0
11247,MRS.,CLAUDIA,ZHOU,06/06/1956,S,F,claudia7@adventure-works.com,130000,3,Partial College,Professional,0
11248,MR.,TRISTAN,ALEXANDER,26/03/1955,M,M,tristan19@adventure-works.com,110000,3,Partial College,Professional,1
11249,MRS.,CINDY,PATEL,13/07/1955,M,F,cindy3@adventure-works.com,130000,3,Partial College,Professional,1
11250,MRS.,SHANNON,LIU,12/03/1955,M,F,shannon4@adventure-works.com,170000,3,High School,Professional,1
11251,MR.,XAVIER,LONG,04/07/1932,S,M,xavier51@adventure-works.com,30000,4,High School,Professional,0
11252,MR.,NICHOLAS,THOMPSON,07/06/1932,S,M,nicholas16@adventure-works.com,90000,3,Graduate Degree,Management,1
11253,MR.,JOS?,HERNANDEZ,28/02/1933,M,M,jos?54@adventure-works.com,60000,2,Graduate Degree,Management,1
11254,MR.,JOHNATHAN,VANCE,03/03/1933,M,M,johnathan5@adventure-works.com,70000,4,Graduate Degree,Management,1
11255,MR.,COLIN,LIN,04/04/1933,M,M,colin8@adventure-works.com,70000,4,Graduate Degree,Management,1
11256,MRS.,KATELYN,HERNANDEZ,20/09/1933,M,F,katelyn42@adventure-works.com,70000,4,Graduate Degree,Management,1
11257,MRS.,JACQUELINE,POWELL,06/01/1933,S,F,jacqueline9@adventure-works.com,120000,1,Graduate Degree,Management,1
11258,MR.,XAVIER,HILL,28/06/1933,M,M,xavier26@adventure-works.com,120000,1,Graduate Degree,Management,1
11259,MRS.,VICTORIA,STEWART,27/03/1965,M,F,victoria24@adventure-works.com,100000,4,Partial College,Professional,1
11260,MRS.,KATELYN,KELLY,12/04/1965,M,F,katelyn1@adventure-works.com,110000,2,Bachelors,Management,1
11261,MRS.,STEPHANIE,COLLINS,24/04/1965,M,F,stephanie52@adventure-works.com,130000,1,Graduate Degree,Management,1
11262,MRS.,JENNIFER,SIMMONS,04/05/1964,M,F,jennifer88@adventure-works.com,80000,4,Bachelors,Management,1
11263,MRS.,TRINITY,RICHARDSON,11/09/1964,M,F,trinity9@adventure-works.com,90000,5,Partial College,Professional,1
11264,MR.,EDUARDO,MARTIN,17/06/1964,S,M,eduardo13@adventure-works.com,90000,5,Partial College,Professional,0
11265,MRS.,ELIZABETH,JONES,13/07/1964,M,F,elizabeth7@adventure-works.com,90000,5,Partial College,Professional,1
11266,MS.,TAYLOR,HOWARD,05/05/1964,S,F,taylor14@adventure-works.com,90000,0,Partial College,Professional,0
11267,MR.,DAVID,DIAZ,02/10/1964,S,M,david55@adventure-works.com,120000,4,Partial College,Professional,1
11268,MRS.,KATELYN,CARTER,03/05/1964,M,F,katelyn33@adventure-works.com,130000,2,Graduate Degree,Management,1
11269,MR.,RYAN,FOSTER,13/10/1964,M,M,ryan19@adventure-works.com,130000,2,Graduate Degree,Management,1
11270,MR.,ROBERT,LEE,04/05/1964,M,M,robert82@adventure-works.com,130000,2,Graduate Degree,Management,1
11271,MRS.,DANIELLE,REED,05/06/1964,S,F,danielle23@adventure-works.com,150000,2,Bachelors,Management,0
11272,MRS.,LAUREN,MARTINEZ,10/11/1956,S,F,lauren35@adventure-works.com,70000,4,Partial College,Professional,1
11273,MR.,NATHAN,LAL,01/10/1956,M,M,nathan26@adventure-works.com,90000,2,Partial College,Professional,1
11274,MR.,KYLE,FOSTER,12/04/1934,M,M,kyle11@adventure-works.com,50000,2,Graduate Degree,Management,1
11275,MRS.,JENNY,RAI,18/01/1934,M,F,jenny40@adventure-works.com,80000,4,Graduate Degree,Management,1
11276,MRS.,NANCY,CHAPMAN,19/09/1963,M,F,nancy7@adventure-works.com,80000,4,Partial College,Professional,1
11277,MR.,CHARLES,JACKSON,10/06/1963,M,M,charles15@adventure-works.com,80000,4,Partial College,Professional,1
11278,MR.,JONATHAN,PHILLIPS,20/08/1963,S,M,jonathan35@adventure-works.com,90000,0,Partial College,Professional,0
11279,MS.,AMANDA,COOK,12/09/1963,M,F,amanda3@adventure-works.com,90000,0,Partial College,Professional,1
11280,MR.,ROBERT,COLLINS,21/08/1963,M,M,robert45@adventure-works.com,90000,0,Partial College,Professional,1
11281,MRS.,MEGAN,BARNES,10/10/1963,S,F,megan53@adventure-works.com,110000,4,Bachelors,Management,1
11282,MR.,CHRISTIAN,THOMAS,16/01/1962,M,M,christian46@adventure-works.com,90000,5,Partial College,Professional,1
11283,MR.,ARTURO,LAL,26/10/1962,M,M,arturo33@adventure-works.com,110000,1,Bachelors,Management,1
11284,MRS.,THERESA,SERRANO,27/03/1962,M,F,theresa12@adventure-works.com,110000,1,Bachelors,Management,1
11285,MR.,JEREMY,ANDERSON,19/03/1962,M,M,jeremy2@adventure-works.com,120000,1,Partial College,Professional,0
11286,MR.,HUNTER,GRIFFIN,03/03/1962,M,M,hunter16@adventure-works.com,170000,0,Graduate Degree,Management,1
11287,MR.,HENRY,GARCIA,16/01/1961,M,M,henry16@adventure-works.com,70000,5,Partial College,Professional,0
11288,MRS.,CINDY,SANCHEZ,16/09/1961,M,F,cindy19@adventure-works.com,110000,1,Bachelors,Management,1
11289,MRS.,MARIA,CARTER,07/03/1961,M,F,maria53@adventure-works.com,130000,1,Bachelors,Management,1
11290,MRS.,KATELYN,SANCHEZ,18/08/1961,M,F,katelyn26@adventure-works.com,130000,1,Bachelors,Management,1
11291,MRS.,JENNA,WRIGHT,05/05/1961,M,F,jenna19@adventure-works.com,130000,1,Bachelors,Management,1
11292,MR.,SETH,PHILLIPS,05/11/1961,S,M,seth42@adventure-works.com,150000,1,Partial College,Professional,0
11293,MR.,LUKE,LONG,27/05/1955,S,M,luke28@adventure-works.com,60000,2,High School,Professional,0
11294,MR.,DALTON,CLARK,03/09/1955,M,M,dalton18@adventure-works.com,60000,2,High School,Professional,0
11295,MRS.,TAYLOR,LEWIS,16/05/1954,S,F,taylor67@adventure-works.com,80000,2,Partial High School,Skilled Manual,1
11296,MRS.,HALEY,RICHARDSON,07/10/1935,S,F,haley10@adventure-works.com,50000,2,Graduate Degree,Management,1
11297,MR.,NOAH,COLEMAN,02/02/1935,S,M,noah2@adventure-works.com,70000,4,Graduate Degree,Management,1
11298,MR.,JON,LUO,03/03/1935,M,M,jon46@adventure-works.com,70000,4,Graduate Degree,Management,1
11299,MR.,ORLANDO,VAZQUEZ,01/04/1936,M,M,orlando14@adventure-works.com,70000,4,Graduate Degree,Management,1
11300,MR.,FERNANDO,BARNES,03/03/1960,M,M,fernando47@adventure-works.com,80000,5,Partial College,Professional,0
11301,MR.,CAMERON,RODRIGUEZ,09/06/1960,M,M,cameron38@adventure-works.com,80000,5,Partial College,Professional,1
11302,MR.,SPENCER,RUSSELL,12/12/1960,S,M,spencer22@adventure-works.com,90000,4,High School,Professional,0
11303,MRS.,JULIA,COLEMAN,11/10/1960,S,F,julia72@adventure-works.com,90000,4,High School,Professional,0
11304,MS.,JULIA,GARCIA,17/03/1960,M,F,julia38@adventure-works.com,100000,0,Partial College,Professional,1
11305,MR.,SEAN,EVANS,19/06/1960,M,M,sean31@adventure-works.com,110000,3,Partial College,Professional,0
11306,MR.,MICAH,ZHOU,22/06/1960,M,M,micah19@adventure-works.com,110000,3,Partial College,Professional,0
11307,MR.,HUNTER,RODRIGUEZ,04/11/1954,M,M,hunter53@adventure-works.com,80000,2,Partial High School,Skilled Manual,1
11308,MR.,IAN,GONZALES,05/03/1954,M,M,ian57@adventure-works.com,60000,2,High School,Professional,0
11309,MRS.,VICTORIA,LEWIS,12/06/1954,S,F,victoria20@adventure-works.com,60000,2,High School,Professional,1
11310,MRS.,ERIN,SANDERS,09/07/1953,S,F,erin7@adventure-works.com,70000,3,Graduate Degree,Management,1
11311,MRS.,GABRIELLE,LOPEZ,24/08/1953,S,F,gabrielle63@adventure-works.com,70000,3,Graduate Degree,Management,0
11312,MRS.,SARA,RICHARDSON,03/04/1953,S,F,sara10@adventure-works.com,70000,3,Graduate Degree,Management,1
11313,MR.,TREVOR,JENKINS,27/02/1953,S,M,trevor6@adventure-works.com,70000,3,Graduate Degree,Management,1
11315,MRS.,HAILEY,WARD,01/10/1953,S,F,hailey12@adventure-works.com,70000,3,Graduate Degree,Management,0
11316,MR.,LUKE,ALLEN,17/11/1953,M,M,luke52@adventure-works.com,60000,3,Graduate Degree,Management,1
11317,MRS.,VICTORIA,RUSSELL,17/09/1952,S,F,victoria66@adventure-works.com,40000,3,Partial College,Professional,0
11318,MRS.,JESSICA,WILSON,26/10/1952,S,F,jessica54@adventure-works.com,40000,3,Partial College,Professional,0
11319,MRS.,JADE,BAILEY,27/04/1937,M,F,jade13@adventure-works.com,70000,4,Graduate Degree,Management,0
11320,MRS.,MORGAN,HILL,26/06/1937,M,F,morgan19@adventure-works.com,80000,4,Graduate Degree,Management,1
11321,MR.,TERRANCE,RAMAN,08/07/1938,M,M,terrance9@adventure-works.com,90000,5,Bachelors,Management,1
11322,MRS.,SYDNEY,GARCIA,15/03/1938,M,F,sydney78@adventure-works.com,90000,5,Bachelors,Management,1
11323,MR.,JOSE,PATTERSON,20/06/1938,S,M,jose33@adventure-works.com,120000,2,Graduate Degree,Management,1
11324,MR.,ZACHARY,ANDERSON,14/05/1939,M,M,zachary39@adventure-works.com,90000,5,Bachelors,Management,1
11325,MR.,ELIJAH,ROSS,02/07/1939,S,M,elijah7@adventure-works.com,90000,5,Bachelors,Management,1
11326,MR.,RAFAEL,XIE,26/06/1939,M,M,rafael26@adventure-works.com,130000,2,Bachelors,Management,1
11327,MR.,JAIME,MORENO,04/03/1940,M,M,jaime48@adventure-works.com,90000,5,Bachelors,Management,1
11328,MR.,JULIAN,GRIFFIN,01/01/1940,M,M,julian20@adventure-works.com,90000,5,Bachelors,Management,1
11329,MR.,ANDY,ALVAREZ,25/07/1940,S,M,andy9@adventure-works.com,90000,5,Bachelors,Management,1
11330,MR.,RYAN,THOMPSON,13/05/1940,M,M,ryan38@adventure-works.com,110000,2,Graduate Degree,Management,1
11331,MRS.,SAMANTHA,JENKINS,06/07/1968,M,F,samantha32@adventure-works.com,90000,4,Partial College,Skilled Manual,1
11332,MRS.,DEANNA,RAMOS,04/10/1962,S,F,deanna44@adventure-works.com,10000,1,Graduate Degree,Manual,1
11333,MRS.,EMILY,MILLER,10/07/1962,M,F,emily6@adventure-works.com,20000,1,Graduate Degree,Clerical,1
11334,MRS.,NICOLE,BROWN,22/03/1961,M,F,nicole4@adventure-works.com,10000,1,Bachelors,Manual,1
11335,MRS.,CARLA,RAMAN,24/06/1961,M,F,carla14@adventure-works.com,10000,1,Bachelors,Manual,1
11336,MR.,SHAUN,RAJI,12/03/1962,M,M,shaun21@adventure-works.com,20000,1,Graduate Degree,Clerical,1
11337,MR.,JEROME,ROMERO,21/09/1961,M,M,jerome7@adventure-works.com,10000,1,Bachelors,Manual,1
11338,MR.,FRANK,NAVARRO,10/08/1961,M,M,frank17@adventure-works.com,20000,1,Graduate Degree,Clerical,1
11339,MR.,DENNIS,SHE,08/07/1961,S,M,dennis25@adventure-works.com,20000,1,Graduate Degree,Clerical,1
11340,MRS.,MELODY,MUNOZ,06/04/1936,M,F,melody8@adventure-works.com,10000,1,Graduate Degree,Clerical,1
11341,MR.,RANDY,ZENG,21/08/1936,M,M,randy24@adventure-works.com,20000,1,Graduate Degree,Clerical,1
11342,MR.,MARSHALL,WANG,11/03/1962,M,M,marshall0@adventure-works.com,30000,5,Graduate Degree,Clerical,1
11343,MR.,ARTHUR,CARLSON,13/09/1958,M,M,arthur41@adventure-works.com,10000,1,Bachelors,Manual,1
11344,MRS.,JESSIE,JIMENEZ,24/07/1957,M,F,jessie3@adventure-works.com,10000,1,Partial College,Manual,1
11345,MRS.,ROBIN,RAMOS,12/03/1957,S,F,robin13@adventure-works.com,10000,1,Partial College,Manual,1
11346,MRS.,DEANNA,GUTIERREZ,22/05/1955,S,F,deanna37@adventure-works.com,10000,2,Partial College,Manual,1
11347,MR.,ROY,NAVARRO,23/12/1955,M,M,roy30@adventure-works.com,10000,2,Partial College,Manual,1
11348,MR.,SHAWN,RAI,22/09/1955,M,M,shawn19@adventure-works.com,10000,2,Partial College,Manual,1
11349,MRS.,MINDY,LUO,03/09/1954,M,F,mindy10@adventure-works.com,10000,2,Partial College,Manual,1
11350,MRS.,CARA,ZHOU,14/01/1937,M,F,cara5@adventure-works.com,30000,1,Graduate Degree,Clerical,1
11351,MRS.,ANNE,RAMOS,06/04/1939,S,F,anne19@adventure-works.com,20000,1,Bachelors,Clerical,1
11352,MR.,RAYMOND,RODRIGUEZ,07/03/1940,M,M,raymond20@adventure-works.com,10000,2,Partial College,Manual,1
11353,MRS.,CARRIE,ORTEGA,11/06/1941,S,F,carrie19@adventure-works.com,30000,1,Bachelors,Clerical,1
11354,MRS.,DEANNA,SUAREZ,23/02/1942,M,F,deanna45@adventure-works.com,20000,1,Partial College,Manual,1
11355,MR.,ROBERTO,GUTIERREZ,28/12/1942,M,M,roberto11@adventure-works.com,40000,1,Graduate Degree,Clerical,1
11356,MR.,TERRENCE,CARSON,27/05/1980,S,M,terrence15@adventure-works.com,10000,0,Partial College,Manual,0
11357,MR.,RAMON,YE,23/03/1979,S,M,ramon9@adventure-works.com,10000,0,Partial College,Manual,0
11358,MS.,CYNTHIA,MALHOTRA,11/11/1978,S,F,cynthia9@adventure-works.com,10000,0,Partial College,Manual,0
11359,MR.,JARROD,PRASAD,04/09/1978,S,M,jarrod9@adventure-works.com,10000,0,Partial College,Manual,0
11360,MR.,TYRONE,SERRANO,02/08/1978,S,M,tyrone15@adventure-works.com,10000,0,Partial College,Manual,1
11361,MS.,CINDY,RAMOS,28/04/1977,M,F,cindy22@adventure-works.com,10000,0,High School,Manual,1
11362,MR.,DAMIEN,SHAN,11/11/1977,M,M,damien26@adventure-works.com,10000,0,High School,Manual,0
11363,MR.,JULIAN,ROSS,20/10/1977,S,M,julian5@adventure-works.com,10000,0,High School,Manual,0
11365,MRS.,BRITTNEY,SUN,09/06/1979,S,F,brittney12@adventure-works.com,10000,1,High School,Manual,0
11366,MS.,VIRGINIA,PATEL,25/10/1979,M,F,virginia4@adventure-works.com,20000,0,Bachelors,Clerical,1
11367,MR.,CALVIN,NARA,22/02/1979,M,M,calvin15@adventure-works.com,20000,0,Bachelors,Clerical,1
11368,MR.,EDWARD,MILLER,25/11/1978,S,M,edward28@adventure-works.com,10000,1,High School,Manual,0
11369,MS.,ASHLEE,TANG,04/08/1978,M,F,ashlee11@adventure-works.com,20000,0,Bachelors,Clerical,0
11370,MS.,ALICIA,XU,01/04/1978,M,F,alicia3@adventure-works.com,20000,0,Bachelors,Clerical,1
11371,MS.,LACEY,JAI,27/05/1978,M,F,lacey1@adventure-works.com,20000,0,Bachelors,Clerical,1
11372,MS.,WENDY,ROMERO,15/05/1978,S,F,wendy8@adventure-works.com,20000,0,Bachelors,Clerical,1
11373,MRS.,CARLY,LUO,20/09/1943,M,F,carly5@adventure-works.com,30000,1,Bachelors,Clerical,1
11374,MR.,JIMMY,ORTEGA,28/06/1943,S,M,jimmy26@adventure-works.com,30000,1,Bachelors,Clerical,1
11375,MR.,FRANCISCO,MARTINEZ,09/05/1943,M,M,francisco19@adventure-works.com,30000,1,Bachelors,Clerical,1
11376,MR.,LANCE,VAZQUEZ,10/06/1943,S,M,lance14@adventure-works.com,40000,1,Graduate Degree,Clerical,1
11377,MR.,DAVID,ROBINETT,23/02/1961,M,M,david22@adventure-works.com,30000,4,Graduate Degree,Clerical,1
11378,MRS.,SHANNON,LIANG,22/05/1960,S,F,shannon15@adventure-works.com,10000,1,High School,Manual,0
11379,MR.,GARY,VAZQUEZ,18/11/1959,M,M,gary25@adventure-works.com,10000,1,High School,Manual,1
11380,MR.,MITCHELL,KUMAR,02/03/1959,S,M,mitchell7@adventure-works.com,20000,2,Partial College,Manual,1
11381,MRS.,MEREDITH,RAMAN,22/08/1959,M,F,meredith11@adventure-works.com,20000,2,Partial College,Manual,1
11382,MR.,EDWARD,PATTERSON,19/01/1958,M,M,edward59@adventure-works.com,20000,2,Partial College,Manual,1
11384,MRS.,TIFFANY,WANG,16/10/1960,M,F,tiffany1@adventure-works.com,30000,3,Bachelors,Clerical,1
11385,MR.,MIGUEL,ALLEN,11/08/1960,S,M,miguel24@adventure-works.com,30000,3,Bachelors,Clerical,1
11387,MRS.,MEGAN,RAMIREZ,02/06/1959,S,F,megan44@adventure-works.com,40000,3,Graduate Degree,Clerical,1
11388,MR.,JOSEPH,MARTIN,24/07/1959,M,M,joseph21@adventure-works.com,40000,3,Graduate Degree,Clerical,1
11389,MR.,KARL,SHAN,24/04/1970,S,M,karl11@adventure-works.com,10000,1,High School,Manual,0
11390,MRS.,CHRISTINE,RAJI,19/10/1970,S,F,christine16@adventure-works.com,10000,1,High School,Manual,0
11391,MRS.,LINDSAY,XIE,27/12/1970,S,F,lindsay3@adventure-works.com,10000,2,High School,Manual,1
11392,MR.,WILLIE,ZHAO,07/02/1970,S,M,willie8@adventure-works.com,10000,2,High School,Manual,1
11393,MR.,KURT,PAL,17/01/1969,S,M,kurt12@adventure-works.com,10000,2,High School,Manual,1
11394,MR.,GEORGE,MCDONALD,23/10/1969,S,M,george13@adventure-works.com,10000,2,High School,Manual,1
11395,MS.,BETH,GUTIERREZ,18/10/1970,S,F,beth13@adventure-works.com,30000,0,Bachelors,Clerical,1
11396,MR.,IAN,LOPEZ,05/10/1969,M,M,ian27@adventure-works.com,10000,2,High School,Manual,0
11397,MS.,LATOYA,SHAN,04/06/1969,S,F,latoya9@adventure-works.com,20000,0,Partial College,Manual,0
11398,MR.,COLIN,NATH,09/09/1969,S,M,colin41@adventure-works.com,30000,0,Bachelors,Clerical,1
11399,MRS.,BRENDA,MEHTA,04/08/1969,S,F,brenda17@adventure-works.com,30000,1,Bachelors,Clerical,1
11400,MR.,FRANKLIN,RAJI,19/04/1969,S,M,franklin38@adventure-works.com,40000,0,Graduate Degree,Clerical,1
11401,MS.,LINDA,NAVARRO,26/08/1969,M,F,linda25@adventure-works.com,40000,0,Graduate Degree,Clerical,1
11402,MS.,KELLI,CAI,20/11/1969,M,F,kelli21@adventure-works.com,40000,0,Graduate Degree,Clerical,1
11403,MS.,NANCY,SCHMIDT,09/01/1969,S,F,nancy13@adventure-works.com,40000,0,Graduate Degree,Clerical,1
11404,MRS.,MEGAN,TAYLOR,01/01/1952,S,F,megan12@adventure-works.com,10000,3,Partial College,Manual,0
11405,MRS.,BONNIE,GOEL,17/02/1952,S,F,bonnie25@adventure-works.com,10000,3,Partial College,Manual,0
11406,MRS.,LATOYA,XU,03/07/1952,M,F,latoya4@adventure-works.com,20000,2,Partial College,Manual,1
11407,MR.,MARIO,SHE,02/04/1952,M,M,mario0@adventure-works.com,20000,2,Partial College,Manual,1
11408,MR.,DARREN,GILL,14/05/1953,M,M,darren36@adventure-works.com,10000,2,High School,Manual,0
11409,MRS.,JACQUELINE,HAYES,05/03/1968,S,F,jacqueline23@adventure-works.com,10000,2,High School,Manual,1
11410,MR.,MAURICE,GOEL,25/08/1968,M,M,maurice20@adventure-works.com,20000,1,Partial College,Manual,1
11411,MR.,DEVIN,ROSS,12/02/1954,M,M,devin69@adventure-works.com,80000,3,Partial College,Professional,0
11412,MRS.,SYDNEY,BRYANT,09/04/1954,S,F,sydney40@adventure-works.com,80000,4,Partial College,Professional,1
11413,MRS.,MEGAN,STEWART,15/04/1954,M,F,megan27@adventure-works.com,80000,4,Partial College,Professional,0
11414,MR.,IAN,RICHARDSON,18/03/1954,S,M,ian76@adventure-works.com,80000,4,Partial College,Professional,1
11415,MR.,RANDY,SHE,05/06/1944,S,M,randy25@adventure-works.com,90000,5,Partial College,Professional,0
11416,MRS.,KATRINA,BECKER,19/03/1945,M,F,katrina19@adventure-works.com,60000,3,Partial High School,Skilled Manual,1
11417,MRS.,LACEY,ZHENG,26/02/1945,M,F,lacey32@adventure-works.com,70000,5,High School,Professional,1
11418,MR.,RAFAEL,HU,09/02/1945,S,M,rafael20@adventure-works.com,90000,5,Partial College,Professional,0
11419,MR.,KYLE,SCOTT,18/02/1945,M,M,kyle43@adventure-works.com,150000,3,Graduate Degree,Management,1
11420,MR.,JORDAN,TURNER,12/07/1946,M,M,jordan59@adventure-works.com,100000,2,Bachelors,Management,1
11421,MRS.,AMY,SUN,19/07/1946,M,F,amy19@adventure-works.com,110000,3,Bachelors,Management,1
11422,MR.,DUSTIN,DENG,01/09/1946,M,M,dustin1@adventure-works.com,170000,4,Bachelors,Management,1
11423,MRS.,JASMINE,STEWART,05/11/1954,M,F,jasmine22@adventure-works.com,80000,4,Partial College,Professional,0
11424,MRS.,PAMELA,GARCIA,07/12/1953,M,F,pamela18@adventure-works.com,80000,4,Partial College,Professional,1
11425,MRS.,ARIANA,GRAY,06/08/1954,M,F,ariana5@adventure-works.com,90000,4,High School,Professional,1
11426,MR.,KRISTOPHER,MEHTA,02/10/1953,M,M,kristopher12@adventure-works.com,110000,3,Bachelors,Management,1
11427,MRS.,DESIREE,DOMINGUEZ,18/12/1953,M,F,desiree9@adventure-works.com,110000,2,Partial College,Professional,1
11428,MRS.,DEANNA,PEREZ,22/08/1953,S,F,deanna24@adventure-works.com,120000,2,Bachelors,Management,1
11429,MR.,MARCO,LOPEZ,16/07/1952,M,M,marco17@adventure-works.com,80000,4,Partial College,Professional,1
11430,MRS.,CASEY,YUAN,24/03/1952,M,F,casey7@adventure-works.com,90000,4,High School,Professional,1
11431,MR.,BRYANT,GARCIA,27/10/1952,M,M,bryant14@adventure-works.com,110000,4,Partial College,Professional,1
11432,MRS.,DOMINIQUE,PRASAD,11/09/1951,M,F,dominique7@adventure-works.com,80000,4,High School,Professional,1
11433,MR.,MAURICE,SHAN,02/09/1951,M,M,maurice11@adventure-works.com,80000,5,High School,Professional,0
11434,MR.,ANDRE,LOPEZ,06/05/1951,M,M,andre16@adventure-works.com,170000,5,Partial College,Professional,1
11435,MRS.,ROBIN,ROMERO,06/03/1950,S,F,robin5@adventure-works.com,100000,3,Partial College,Management,1
11436,MRS.,TAYLOR,COX,18/09/1950,M,F,taylor13@adventure-works.com,160000,3,Partial College,Management,0
11437,MR.,ALFREDO,MORENO,17/12/1949,M,M,alfredo7@adventure-works.com,90000,4,High School,Management,1
11438,MRS.,JENNY,NARA,14/10/1949,M,F,jenny39@adventure-works.com,130000,4,High School,Management,1
11439,MRS.,JANET,MUNOZ,17/05/1948,M,F,janet12@adventure-works.com,90000,4,High School,Management,0
11440,MR.,SERGIO,WEBER,27/09/1947,M,M,sergio4@adventure-works.com,80000,5,Partial High School,Skilled Manual,0
11441,MRS.,ERIKA,GOMEZ,12/06/1947,M,F,erika0@adventure-works.com,90000,5,Partial High School,Skilled Manual,0
11442,MR.,JOSEPH,HARRIS,14/11/1947,M,M,joseph20@adventure-works.com,90000,5,Partial High School,Skilled Manual,1
11443,MS.,GRACE,GRIFFIN,22/05/1976,S,F,grace67@adventure-works.com,60000,0,Bachelors,Professional,0
11444,MS.,TINA,MEHTA,28/04/1976,M,F,tina15@adventure-works.com,70000,0,Bachelors,Professional,1
11445,MS.,KARI,KIM,21/07/1974,S,F,kari3@adventure-works.com,70000,0,Bachelors,Professional,0
11446,MS.,BETHANY,CHANDER,12/08/1974,S,F,bethany19@adventure-works.com,70000,0,Bachelors,Professional,0
11447,MS.,JENNIFER,ROBERTS,16/08/1974,M,F,jennifer15@adventure-works.com,70000,0,Bachelors,Professional,1
11448,MR.,KYLE,PATTERSON,28/04/1975,S,M,kyle5@adventure-works.com,80000,0,Bachelors,Professional,1
11449,MR.,ALVIN,HU,02/02/1975,M,M,alvin19@adventure-works.com,80000,0,Bachelors,Professional,1
11450,MR.,BRETT,MEHTA,12/11/1975,S,M,brett13@adventure-works.com,130000,4,High School,Management,1
11451,MR.,RUBEN,MU?OZ,09/11/1974,S,M,ruben30@adventure-works.com,70000,0,Bachelors,Professional,0
11452,MS.,ERIKA,RUBIO,05/11/1973,S,F,erika18@adventure-works.com,80000,0,Bachelors,Professional,0
11453,MR.,STANLEY,MALHOTRA,21/08/1973,S,M,stanley5@adventure-works.com,80000,0,Bachelors,Professional,0
11454,MS.,MELINDA,NAVARRO,22/04/1974,S,F,melinda5@adventure-works.com,80000,0,Bachelors,Professional,0
11455,MR.,ROSS,SANZ,21/04/1974,M,M,ross38@adventure-works.com,100000,0,High School,Management,1
11456,MR.,JON,GAO,08/07/1974,M,M,jon35@adventure-works.com,120000,5,Partial High School,Professional,1
11457,MS.,JAIME,GUTIERREZ,21/05/1973,M,F,jaime12@adventure-works.com,90000,0,Bachelors,Professional,1
11458,MS.,BIANCA,LIU,05/04/1973,M,F,bianca3@adventure-works.com,100000,0,High School,Management,1
11459,MS.,TASHA,DENG,13/10/1972,S,F,tasha1@adventure-works.com,80000,0,Bachelors,Professional,0
11460,MR.,MELVIN,CHANDE,07/10/1972,S,M,melvin13@adventure-works.com,90000,0,Bachelors,Professional,0
11461,MR.,VICTOR,JIMENEZ,25/03/1972,S,M,victor7@adventure-works.com,90000,0,Bachelors,Professional,0
11462,MS.,LAURA,LIN,19/01/1972,M,F,laura14@adventure-works.com,110000,0,High School,Management,1
11463,MS.,ALISHA,BECK,12/03/1972,M,F,alisha45@adventure-works.com,110000,0,High School,Management,0
11464,MR.,ALEJANDRO,HUANG,16/11/1971,M,M,alejandro8@adventure-works.com,90000,0,Bachelors,Professional,1
11465,MR.,LOUIS,LUO,19/02/1971,M,M,louis23@adventure-works.com,90000,0,Bachelors,Professional,0
11466,MR.,GRANT,TANG,03/08/1971,M,M,grant6@adventure-works.com,150000,0,Partial High School,Management,1
11467,MR.,ARTURO,ZHENG,07/10/1969,M,M,arturo21@adventure-works.com,170000,1,Graduate Degree,Management,1
11468,MRS.,JACLYN,ANDERSEN,18/06/1975,M,F,jaclyn37@adventure-works.com,40000,1,Bachelors,Skilled Manual,1
11469,MR.,EDWIN,RAJI,16/04/1973,S,M,edwin44@adventure-works.com,10000,0,Partial High School,Manual,0
11470,MR.,JAY,SUAREZ,25/09/1973,S,M,jay49@adventure-works.com,20000,0,Partial High School,Manual,0
11471,MS.,LATASHA,SUAREZ,25/09/1973,S,F,latasha19@adventure-works.com,30000,0,Partial College,Clerical,1
11472,MR.,KENNETH,KUMAR,03/04/1963,S,M,kenneth7@adventure-works.com,60000,3,Bachelors,Professional,1
